title,release_date,vote_count,vote_average,return
My Beautiful Country,2013-12-11,2.0,4.3,0.0
Sheep & Wolves,2016-04-28,11.0,6.5,0.0
The Gaul,2001-01-24,12.0,2.9,0.0
Tonio,2016-10-13,3.0,6.3,0.0
A Street Cat Named Bob,2016-11-04,195.0,7.5,0.010337875
Mr. Vampire 2,1986-08-15,4.0,7.0,0.0
Brothers in Arms,2005-01-01,5.0,2.7,0.0
xXx: Return of Xander Cage,2017-01-13,1497.0,5.5,4.072325388235294
The Bye Bye Man,2017-01-12,262.0,5.1,3.60367527027027
Blood on the Mountain,2016-05-26,3.0,8.7,0.0
Prevenge,2017-02-10,43.0,6.1,0.0
The Lego Batman Movie,2017-02-08,1473.0,7.2,3.8993798
The Beckoning Silence,2007-10-22,10.0,6.7,0.0
Closer to God,2015-07-03,15.0,5.5,0.0
Of Two Minds,2012-11-01,2.0,8.0,0.0
Bigfootville,2002-09-20,0.0,0.0,0.0
DC Showcase: Catwoman,2011-10-18,36.0,6.5,0.0
Batman Beyond Darwyn Cooke's Batman 75th Anniversary Short,2014-04-19,12.0,7.7,0.0
Batman: Strange Days,2014-04-09,37.0,7.5,0.0
Superman 75,2013-10-15,19.0,7.4,0.0
The Victoria's Secret Fashion Show 2001,2001-11-15,0.0,0.0,0.0
Christmas Time In South Park,2000-10-09,23.0,7.8,0.0
The Spirit of Christmas,1995-01-01,9.0,7.7,0.0
The Spirit of Christmas,1992-12-01,7.0,7.0,0.0
Trailer Park Boys: Say Goodnight to the Bad Guys,2008-12-07,18.0,7.6,0.0
She's Too Young,2004-02-16,7.0,5.4,0.0
Superman/Shazam!: The Return of Black Adam,2010-11-09,77.0,7.1,0.0
Swearnet Live,2014-10-01,2.0,6.0,0.0
Trailer Park Boys - Live in F**kin' Dublin,2014-05-01,12.0,6.0,0.0
When the Bough Breaks,2016-09-09,93.0,5.3,3.0658387
Déjà vu,1989-04-18,5.0,7.9,0.0
The Good Boy,2016-11-10,8.0,5.1,0.0
"What's Opera, Doc?",1957-07-06,35.0,7.6,0.0
Frantz,2016-09-07,168.0,7.5,880474.0
Lace Crater,2015-09-10,4.0,4.8,0.0
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,2016-12-20,14.0,7.1,0.0
The 24 Hour War,2016-11-20,4.0,7.8,0.0
Deep Evil,2004-06-25,6.0,3.3,0.0
Full Speed,2016-11-11,105.0,5.8,0.0
Fear of the Flesh: The Making of The Fly,2005-10-04,1.0,8.0,0.0
The Black Panther,1977-12-26,5.0,5.5,0.0
Mothers of Men,1917-01-01,0.0,0.0,0.0
A Wedding,2017-02-22,20.0,6.3,0.0
The Hollow,2016-10-07,14.0,5.0,0.0
Wizard Mode,2016-05-02,5.0,7.0,0.0
The Ideal,2016-06-15,53.0,5.3,0.0
Perry Mason: The Case of the Heartbroken Bride,1992-10-30,0.0,0.0,0.0
The Unspoken,2015-10-24,20.0,4.5,0.0
Bartleby,1970-10-30,0.0,0.0,0.0
Freedom Road,1979-10-29,2.0,3.5,0.0
The Invisible Guest,2016-12-15,395.0,8.1,0.0
How Videogames Changed the World,2013-11-30,10.0,6.9,0.0
Perry Mason: The Case of the Skin-Deep Scandal,1993-02-19,0.0,0.0,0.0
Kung Fu Yoga,2017-01-27,50.0,5.9,3.9109576153846155
Rangoon,2017-02-24,10.0,7.0,0.0
Death Race 2050,2017-01-17,43.0,3.7,0.0
The Night My Mother Killed My Father,2016-04-23,25.0,6.3,0.0
Burn Country,2016-04-16,12.0,5.3,0.0
One Piece Film: GOLD,2016-07-23,58.0,7.3,66207073.0
The Zero Boys,1986-01-01,8.0,5.3,0.0
"Dana Carvey: Straight White Male, 60",2016-11-04,7.0,6.6,0.0
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,2016-05-14,26.0,7.4,0.0
Trespass Against Us,2017-01-20,59.0,6.0,0.0
Master,2016-12-21,12.0,7.0,0.0
The Perfect Physique,2015-09-16,4.0,5.5,0.0
Claire in Motion,2017-01-13,9.0,4.9,0.0
Homerun,2003-08-06,4.0,5.5,0.0
The White Helmets,2016-09-16,56.0,7.9,0.0
The Miracle Rider,1935-04-11,2.0,4.0,0.0
The Phantom,1943-12-24,0.0,0.0,0.0
Angelfist,1993-05-12,4.0,6.0,0.0
Kill Zone,1993-01-01,1.0,1.0,0.0
Dune Warriors,1991-01-01,5.0,3.3,0.0
Eddie Griffin: You Can Tell 'Em I Said It,2011-02-19,4.0,6.4,0.0
The Sisterhood,1988-01-01,3.0,3.5,0.0
Equalizer 2000,1987-01-01,4.0,4.5,0.0
Silk,1986-12-01,2.0,4.3,0.0
Wheels of Fire,1985-04-11,5.0,5.1,0.0
Bloodfist 2050,2005-08-04,3.0,2.7,0.0
How to Win the US Presidency,2016-08-01,0.0,0.0,0.0
Hitler's Olympics,2016-07-16,0.0,0.0,0.0
The Sklar Brothers: What Are We Talking About?,2014-04-29,1.0,4.0,0.0
All Work All Play: The Pursuit of eSports Glory Live,2015-04-20,9.0,5.9,0.0
Demetri Martin. Person.,2007-01-14,9.0,6.9,0.0
Jeff Foxworthy: Totally Committed,1998-05-16,0.0,0.0,0.0
Them Idiots: Whirled Tour,2012-03-12,4.0,6.9,0.0
Mama,1976-12-10,7.0,5.8,0.0
The Secret of Arkandias,2014-10-22,27.0,5.6,0.0
Hallelujah!,2009-04-29,38.0,5.5,0.0
Past Life,2016-12-01,3.0,8.0,0.0
Singapore GaGa,2005-08-24,0.0,0.0,0.0
Coin Heist,2017-01-06,61.0,5.1,0.0
I'm Not Ashamed,2016-10-21,27.0,7.0,1.3333333333333333
A Cinderella Christmas,2016-12-03,14.0,6.4,0.0
Rupture,2016-11-04,53.0,5.5,0.0
Buddha in a Traffic Jam,2016-05-13,1.0,5.0,0.0
The Young Offenders,2016-09-16,40.0,7.5,0.0
Best and Most Beautiful Things,2016-12-02,1.0,6.0,0.0
Purgatory,2014-03-28,3.0,5.3,0.0
Wedding Bells,2016-06-03,3.0,5.5,0.0
Tulips in Spring,2016-05-14,4.0,5.1,0.0
Summer Love,2016-08-20,8.0,6.1,0.0
Christmas Land,2015-12-20,11.0,6.7,0.0
Die goldene Gans,2013-12-19,0.0,0.0,0.0
The Watermill Princess,1994-06-01,3.0,5.5,0.0
The Golden Goose,1964-09-26,4.0,6.5,0.0
A Christmas Wish,2011-11-20,11.0,5.9,0.0
Tini: The New Life of Violetta,2016-05-04,85.0,6.8,0.0
Christmas Belle,2013-12-08,4.0,5.8,0.0
The Third Prince,1982-12-01,4.0,5.3,0.0
The Salt Prince,1983-02-26,4.0,5.1,0.0
Christmas Angel,2009-11-10,4.0,6.5,0.0
Christmas in Boston,2005-12-14,14.0,5.5,0.0
Summer in the City,2016-08-13,5.0,5.0,0.0
Marvel One-Shot: Agent Carter,2013-09-08,183.0,7.5,0.0
Cup of Love,2016-08-20,1.0,2.0,0.0
A Prince for Christmas,2015-11-29,8.0,6.1,0.0
Lea to the Rescue,2016-05-30,5.0,5.4,0.0
The Good Witch's Garden,2009-02-07,22.0,5.8,0.0
The Good Witch's Gift,2010-10-24,18.0,5.5,0.0
Advance & Retreat,2016-11-14,3.0,6.7,0.0
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,2011-10-25,72.0,7.0,0.0
A December Bride,2016-11-20,9.0,5.9,0.0
Girlfriends of Christmas Past,2016-10-25,0.0,0.0,0.0
A Nutcracker Christmas,2016-12-10,5.0,6.2,0.0
The Mistletoe Promise,2016-11-04,11.0,6.5,0.0
Late Bloomer,2016-08-06,3.0,6.7,0.0
Sleigh Bells Ring,2016-12-18,3.0,5.7,0.0
After the Fall,2010-10-09,2.0,6.0,0.0
Lucky Girl,2001-04-08,9.0,6.0,0.0
The King's Choice,2016-09-29,14.0,6.6,1.2133333333333334
Rings,2017-02-01,1075.0,4.8,3.3232356
Sword Master,2016-12-02,12.0,6.8,0.0
The Secret of Blood Island,1964-12-01,0.0,0.0,0.0
Beautiful Noise,2014-05-17,4.0,6.6,0.0
Special Delivery,1978-01-01,4.0,7.3,0.0
Ferocious Planet,2011-04-09,20.0,3.8,0.0
We Can Be Heroes!,2002-03-26,3.0,3.3,0.0
Max and Mona,2004-09-11,1.0,8.0,0.0
Beck 06 - Monstret,1998-05-28,5.0,5.0,0.0
Bejewelled,1991-01-20,0.0,0.0,0.0
Bokhandlaren som slutade bada,1969-04-06,1.0,6.0,0.0
Födelsedagen,2000-03-23,0.0,0.0,0.0
Gossip,2000-12-24,1.0,3.0,0.0
Kizumonogatari Part 2: Nekketsu,2016-08-19,11.0,8.9,0.0
Cadena perpetua,1979-08-09,6.0,7.3,0.0
25 Fireman's Street,1973-09-27,1.0,5.0,0.0
Zvenigora,1928-04-13,6.0,7.8,0.0
Perry Mason: The Case of the Telltale Talk Show Host,1993-05-21,1.0,6.0,0.0
Innocent Thing,2014-04-10,14.0,6.9,0.0
Terminal Island,1973-06-01,10.0,6.0,0.0
Hard Labor,2011-05-12,7.0,4.5,0.0
Perry Mason: The Case of the Killer Kiss,1993-11-29,1.0,6.0,0.0
The Machine,2006-04-26,4.0,6.9,0.0
Gooische Vrouwen 2,2014-12-04,22.0,5.8,0.0
Vipers Nest,2011-03-10,20.0,5.2,5.142857142857143
Raw,2016-10-07,451.0,7.0,1.1714285714285715
You Are My Pet,2011-11-10,24.0,6.1,0.0
Clinical,2017-01-13,73.0,5.4,0.0
In the Name of...,2013-09-06,22.0,6.4,0.0
Teenage Cocktail,2016-03-12,28.0,5.8,0.0
Perry Mason: The Case of the Wicked Wives,1993-12-17,1.0,7.0,0.0
The Big Swallow,1901-10-15,18.0,5.9,0.0
Sold,2016-04-01,12.0,7.2,0.0
Fin'n Catty,1943-10-22,2.0,5.5,0.0
Fresh Hare,1942-08-21,3.0,7.3,0.0
Joe Rogan: Live,2006-09-19,5.0,6.1,0.0
Legends of the Hidden Temple,2016-11-26,3.0,7.7,0.0
Año Mariano,2000-08-11,1.0,2.0,0.0
We Are the Flesh,2016-10-01,18.0,6.0,0.0
You're Killing Me Susana,2016-08-25,9.0,5.1,0.0
The Black Sheep of Whitehall,1942-02-23,1.0,10.0,0.0
A Perry Mason Mystery: The Case of the Grimacing Governor,1994-11-09,1.0,8.0,0.0
A Perry Mason Mystery: The Case of the Jealous Jokester,1995-04-10,3.0,7.3,0.0
"Basic Sanitation, the Movie",2007-07-20,19.0,7.0,0.0
"Margarita, with a Straw",2014-10-04,13.0,6.6,0.0
The Bosses,2015-07-31,8.0,8.0,0.0
Jim Gaffigan: King Baby,2009-03-29,13.0,7.5,0.0
Jim Gaffigan: Cinco,2017-01-10,17.0,7.6,0.0
Mala Mala,2014-04-19,5.0,7.0,0.0
Isabella Rossellini's Green Porno Live,2015-05-17,0.0,0.0,0.0
Welcome to Norway,2016-03-04,6.0,5.8,0.0
"Munster, Go Home!",1966-06-15,10.0,5.7,0.0
Men Go to Battle,2016-07-08,3.0,5.3,0.0
Eu Fico Loko,2017-01-12,22.0,8.3,0.0
Карусель,1970-08-01,1.0,7.0,0.0
Staying Vertical,2016-08-24,14.0,5.4,0.0
Very Big Shot,2015-10-11,3.0,8.0,0.0
The Crash,2017-01-13,14.0,5.2,0.0
Don't Grow Up,2015-03-11,30.0,4.3,0.0
Kizumonogatari Part 3: Reiketsu,2017-01-06,5.0,9.4,0.0
Promise,1986-12-21,0.0,0.0,0.0
My Mom Is a Character 2,2016-12-22,100.0,7.8,0.0
Scrappin',2016-05-05,5.0,5.4,0.0
The Unemployment Club,2003-08-15,0.0,0.0,0.0
Troublemaker,1988-01-01,0.0,0.0,0.0
Hotel Magnezit,1978-01-01,2.0,5.0,0.0
The London Nobody Knows,1967-01-01,3.0,5.5,0.0
Tunneling the English Channel,1907-06-30,4.0,7.5,0.0
Afterimage,2016-10-22,4.0,6.8,0.0
I'm a Killer,2016-11-04,9.0,7.6,0.0
Maigret's Dead Man,2016-12-05,25.0,6.7,0.0
ISRA 88,2016-08-08,13.0,5.0,0.0
John Wick: Chapter 2,2017-02-08,2924.0,6.7,4.288497175
Get Out,2017-02-24,2978.0,7.2,50.48685
Logan,2017-02-28,6310.0,7.6,6.358781525773196
Kong: Skull Island,2017-03-08,3161.0,6.2,3.062988172972973
Sud,1993-10-17,5.0,7.2,0.0
Strange Frequency,2001-01-24,1.0,4.0,0.0
City of Tiny Lights,2017-04-07,17.0,6.0,0.0
T2 Trainspotting,2017-01-27,795.0,7.1,2.3007060555555556
The Land Beyond the Sunset,1912-10-28,5.0,7.0,0.0
Ánima Buenos Aires,2012-05-02,2.0,4.3,0.0
Every Second Counts,2009-01-01,1.0,6.0,0.0
Passage to Mars,2016-05-31,4.0,4.8,0.0
Science Fiction Volume One: The Osiris Child,2017-08-31,55.0,5.4,0.0
MindGamers,2015-10-04,2.0,6.0,0.0
George Carlin: Playin' with Your Head,1986-05-02,7.0,7.1,0.0
Murder by Natural Causes,1979-02-17,0.0,0.0,0.0
Before I Fall,2017-03-02,651.0,6.8,2.0051142
The Belko Experiment,2016-03-17,269.0,6.1,0.0
A Sun-Tribe Myth from the Bakumatsu Era,1957-07-14,1.0,5.0,0.0
Tear This Heart Out,2008-09-12,7.0,6.9,0.0
"Trenk, the Little Knight",2015-11-05,2.0,6.0,0.0
Unbreakable: The Western States 100,2012-11-22,2.0,7.8,0.0
Νόμος 4000,1962-05-05,1.0,9.0,0.0
tzeni tzeni,1966-02-20,2.0,8.5,0.0
The Red Lanterns,1963-12-02,4.0,8.3,0.0
Mia trelli... trelli oikogeneia,1965-10-18,1.0,7.0,0.0
Miss Director,1964-01-01,5.0,7.1,0.0
The Hurdy-Gurdy,1955-11-12,2.0,8.0,0.0
Μαριχουάνα Στοπ !,1971-01-01,2.0,3.5,0.0
Υπάρχει Και Φιλότιμο,1965-12-06,1.0,9.0,0.0
Be My Cat: A Film for Anne,2015-03-01,7.0,6.9,0.0
Jet Boy,2001-09-30,9.0,7.2,0.0
Day of the Reaper,1984-10-31,0.0,0.0,0.0
Kaidan,2007-08-04,9.0,5.7,0.0
Macabre,2009-10-08,19.0,6.4,0.0
The Booth,2005-11-05,2.0,8.5,0.0
The Big Sick,2017-06-23,249.0,7.7,52620184.0
Ingrid Goes West,2017-08-11,18.0,7.6,0.0
I Don't Feel at Home in This World Anymore,2017-01-19,222.0,6.5,0.0
Falling Cat,1894-01-01,13.0,6.0,0.0
Chocolat,2016-02-03,219.0,7.0,0.0
George's Island,1989-08-15,1.0,8.0,0.0
Demidovy,1983-08-01,1.0,10.0,0.0
The Case of: JonBenét Ramsey,2016-09-18,5.0,7.0,0.0
The Love of Ulysses,1984-03-18,0.0,0.0,0.0
King Arthur: Legend of the Sword,2017-04-27,1506.0,6.5,0.8352860914285715
The Rolling Stones Olé Olé Olé! : A Trip Across Latin America,2016-10-21,1.0,8.0,0.0
Headshot,2016-09-24,80.0,6.4,0.0
100 Streets,2016-11-11,44.0,6.2,0.0
Incarnate,2016-12-01,142.0,5.1,1.268371
Dog,2015-12-10,5.0,8.4,0.0
Saturn 3,1980-02-15,60.0,5.3,0.0
For Love or Money,1963-08-07,0.0,0.0,0.0
Beauty and the Beast,2017-03-16,5530.0,6.8,7.89303960625
Take the 10,2017-01-20,30.0,5.0,0.0
Man Without a Star,1955-03-24,14.0,6.4,0.0
Schalcken the Painter,1979-12-22,7.0,5.3,0.0
The Black Torment,1964-10-19,2.0,5.8,0.0
Crosstrap,1962-01-01,0.0,0.0,0.0
"Love, Lies",2016-04-13,5.0,7.7,0.0
Happy Anniversary and Goodbye,1974-11-19,1.0,5.0,0.0
Mughal-e-Azam,1960-01-01,7.0,7.7,0.0
Boo! A Madea Halloween,2016-10-21,219.0,5.3,0.0
Spring Broke,2016-03-22,2.0,6.0,0.0
Coco,2009-07-21,121.0,4.4,0.0
Olé !,2005-12-07,15.0,4.9,0.0
The Boss Baby,2017-03-23,2336.0,6.1,3.990519264
Justice League Dark,2017-01-24,171.0,7.0,0.0
"Liar, Liar, Vampire",2015-10-12,8.0,7.2,0.0
Beware the Slenderman,2016-03-11,43.0,6.0,0.0
Twist of Faith,2013-03-09,4.0,6.5,0.0
The Similars,2015-09-25,25.0,5.3,0.0
"Father, Son & Holy Cow",2011-08-04,0.0,0.0,0.0
In Between,2016-11-25,17.0,7.4,0.0
The Stolen Years,2013-08-29,13.0,6.4,0.0
"I Travel Because I Have to, I Come Back Because I Love You",2009-06-24,3.0,6.3,0.0
One Man's War,1973-02-27,3.0,5.2,0.0
Juha,1937-01-24,1.0,5.0,0.0
Stolen Death,1938-01-01,1.0,5.0,0.0
When the Heavens Fell,1972-03-10,1.0,5.0,0.0
Juurakon Hulda,1937-10-17,0.0,0.0,0.0
The Punk Rock Movie,1978-06-09,5.0,5.5,0.0
Lake Consequence,1993-02-23,8.0,3.8,0.0
Dangerous Company,2015-08-15,2.0,4.0,0.0
Mercury Plains,2016-01-05,17.0,5.1,0.0
Out of the Dark,1995-07-06,16.0,6.8,0.0
Nena,2014-09-11,9.0,6.5,0.0
The other me,2017-01-19,1.0,8.0,0.0
Τέλειοι Ξένοι,2016-12-15,0.0,0.0,0.0
Mia melissa ton Avgousto,2007-01-01,1.0,8.0,0.0
The Island,2009-12-29,6.0,7.3,0.0
The Island 2: The Hunt for the Lost Treasure,2011-12-22,6.0,6.3,0.0
The Policeman of the 16th Precinct,2008-11-27,4.0,4.1,0.0
Ukonvaaja,2016-06-02,1.0,5.0,0.0
Thank You for Your Service,2016-09-16,0.0,0.0,0.0
Machines,2017-11-30,0.0,0.0,0.0
Les Patterson Saves the World,1987-04-09,2.0,2.0,0.0
Diary of a Lover,1977-09-13,1.0,5.0,0.0
The Howling: New Moon Rising,1995-01-01,15.0,2.2,0.0
Curumim,2016-02-11,0.0,0.0,0.0
Call Me by Your Name,2017-10-27,18.0,0.0,0.0
Wet Dreams,1974-10-10,1.0,4.0,0.0
Resident Evil: The Final Chapter,2016-12-23,1139.0,5.9,7.80606565
SelfieParty,2016-03-31,0.0,0.0,0.0
Nightjohn,1996-06-01,1.0,7.0,0.0
Abou Ben Boogie,1944-09-18,0.0,0.0,0.0
The Greatest Man in Siam,1944-03-27,0.0,0.0,0.0
Allez Oop,1934-05-25,1.0,5.0,0.0
Escape from the 'Liberty' Cinema,1990-10-14,3.0,5.2,0.0
Return Home,1990-08-02,1.0,5.0,0.0
True Love and Chaos,1997-05-22,0.0,0.0,0.0
Prime Mover,2009-02-08,1.0,4.0,0.0
I Remember You,2015-11-13,5.0,5.2,0.0
El Hilo Rojo,2016-05-19,24.0,6.6,0.0
"Gilda, No Me Arrepiento de Este Amor",2016-09-15,4.0,5.8,0.0
Dibu: La Película,1997-07-10,0.0,0.0,0.0
Dibu 2: La venganza de Nasty,1998-07-02,0.0,0.0,0.0
Dibu 3,2002-01-01,0.0,0.0,0.0
Night of Something Strange,2016-04-08,19.0,6.1,0.0
American Summer,2016-09-09,0.0,0.0,0.0
Invention of Trust,2016-01-29,0.0,0.0,0.0
The River Thief,2016-10-14,3.0,9.3,0.0
The Investigator,2008-07-10,5.0,6.8,0.0
11 Minutes Ago,2007-04-26,3.0,4.3,0.0
iBoy,2017-01-27,315.0,6.0,0.0
L'ora legale,2017-01-19,142.0,7.0,0.0
Finding Rin Tin Tin,2007-08-15,1.0,3.0,0.0
Die Beautiful,2016-10-27,2.0,7.5,0.0
Poveda,2016-02-24,0.0,0.0,0.0
Homo Sapiens,2016-07-29,6.0,7.3,0.0
"Taşkafa, Stories of the Street",2013-10-15,0.0,0.0,0.0
The Film Critic,2013-04-11,1.0,5.0,0.0
Love Me Deadly,1973-01-05,6.0,4.9,0.0
Two Lovers and a Bear,2016-10-02,27.0,6.8,0.0
The Captive,1915-04-22,1.0,6.0,0.0
Human,2013-10-12,2.0,8.8,0.0
Better Off Single,2016-10-07,11.0,4.9,0.0
Catfight,2017-03-03,42.0,6.1,0.0
Jump London,2003-09-03,0.0,0.0,0.0
A Ghost Story,2017-07-07,95.0,6.8,155.84255
Ghost in the Shell,2017-03-29,2547.0,5.9,1.5436538272727274
Private Property,1960-01-20,4.0,7.5,0.0
The Color of Lies,1999-01-13,11.0,4.9,0.0
As You Are,2016-12-08,10.0,7.3,0.0
Maalik,2016-04-08,5.0,6.9,0.0
Lost in the Pacific,2016-01-29,10.0,5.6,0.0
The Primary Instinct,2015-05-29,7.0,7.0,0.0
Pork Pie,2017-02-02,9.0,6.0,0.0
Fragments of Antonin,2006-11-08,4.0,7.5,0.0
Journey To Greenland,2016-11-30,10.0,5.9,0.0
Bill Burr: Walk Your Way Out,2017-01-31,21.0,6.8,0.0
Delirium,2014-10-02,4.0,5.5,0.0
Nocturama,2016-08-31,32.0,7.1,0.0
Stick Man,2016-10-05,17.0,7.5,0.0
The Foster Boy,2011-11-03,11.0,7.0,0.0
Great Migrations,2010-11-06,1.0,8.0,0.0
Dalida,2016-11-30,57.0,6.8,0.0
Abbey Grace,2016-04-01,5.0,5.0,0.0
XX,2017-02-17,106.0,5.0,30911.0
Sadako vs. Kayako,2016-06-18,39.0,5.5,0.0
Kills on Wheels,2016-04-28,4.0,8.0,0.0
Ok Jaanu,2017-01-03,20.0,6.0,345872.0
Open Road,2013-04-12,18.0,5.2,0.0
August 32nd on Earth,1998-11-18,8.0,5.9,0.0
Ghostland: The View of the Ju'Hoansi,2016-03-11,0.0,0.0,0.0
Ten Meter Tower,2016-01-29,1.0,7.0,0.0
Say a Word for the Poor Hussar,1980-01-01,7.0,5.8,0.0
The Feast of the Goat,2006-02-11,3.0,4.7,0.0
"Ready, Steady, Charlie!",2003-09-18,6.0,6.8,0.0
Amsterdam Heavy,2011-09-12,3.0,2.8,0.0
The Friend,2008-01-17,2.0,6.0,0.0
Devolved,2010-03-22,1.0,1.5,0.0
Die Geschichte vom Brandner Kaspar,2008-10-16,7.0,6.1,0.0
Late Bloomers,2006-10-05,9.0,6.7,0.0
Rabbit Heart,1987-07-30,0.0,0.0,0.0
Hunger auf Leben,2004-06-18,0.0,0.0,0.0
Rascals on the Road,2006-12-28,7.0,7.1,0.0
Stan Lee Presents: Mosiac,2007-01-09,1.0,5.0,0.0
Never Cry Werewolf,2008-05-11,32.0,5.3,0.0
Offroad,2012-01-11,12.0,5.3,0.0
On the Doll,2007-10-12,10.0,7.4,0.0
Peng! Du bist tot!,1987-04-15,0.0,0.0,0.0
Zettl,2012-02-01,4.0,5.5,0.0
The Ring Thing,2004-01-01,6.0,5.7,0.0
Death Is My Trade,1977-11-18,2.0,6.5,0.0
SAGA: Curse of the Shadow,2013-06-17,27.0,5.0,0.0
Fifty Shades Darker,2017-02-08,2341.0,6.0,6.887772618181818
Wilson,2017-03-24,81.0,6.1,653951.0
A Gathering of Cats,2007-01-01,3.0,2.7,0.0
My Grandmother,1929-01-01,1.0,8.0,0.0
Lost & Found,2016-02-22,15.0,5.5,0.0
Attraction,2017-01-26,51.0,6.1,0.0
Family Heist,2017-01-04,30.0,6.0,0.0
The Master: A Lego Ninjago Short,2016-09-22,2.0,2.5,0.0
Would-Be Gentleman,1968-12-28,0.0,0.0,0.0
Mumford & Sons: We Wrote This Yesterday,2016-11-08,1.0,8.0,0.0
Wives Under Suspicion,1938-06-03,0.0,0.0,0.0
Henri Cartier-Bresson: The Impassioned Eye,2003-04-11,4.0,7.8,0.0
Don't Knock Twice,2017-02-03,136.0,5.3,0.0
The Ticket,2017-04-07,22.0,5.6,0.0
Dishonored Lady,1947-05-16,5.0,4.6,0.0
Molly and Me,1945-05-25,4.0,6.8,0.0
Escape from the Newsroom,2002-10-28,1.0,5.0,0.0
Pearl,2016-04-17,23.0,7.2,0.0
Blind Vaysha,2016-02-15,13.0,7.9,0.0
Pear Cider and Cigarettes,2016-07-01,9.0,7.3,0.0
The Beautiful Beast,2013-11-06,4.0,5.5,0.0
The Departure,1967-03-06,4.0,6.3,0.0
Tikkun,2015-07-10,6.0,7.0,0.0
Cosy Dens,1999-04-08,23.0,8.6,0.0
Blood Curse,2006-02-24,8.0,5.9,0.0
How to Draw a Perfect Circle,2009-09-23,7.0,5.3,0.0
Lavender,2017-03-03,54.0,5.5,0.0
Detour,2017-01-20,38.0,5.9,0.0
My Father Die,2016-03-12,16.0,6.6,0.0
The Book of Love,2017-01-13,32.0,6.6,0.0
Red Billabong,2016-08-25,7.0,5.1,0.0
Onus,2016-12-26,1.0,6.0,0.0
The Hollow Point,2016-12-16,53.0,6.5,0.0
Convenience,2015-10-02,14.0,5.5,0.0
A Sunday Kind of Love,2016-04-15,9.0,6.6,0.0
The Body Farm,2011-09-12,2.0,6.5,0.0
The Great Gilly Hopkins,2015-10-05,53.0,6.1,0.0
Twilight Online,2014-09-04,2.0,6.5,496000.0
Hope,2013-10-02,36.0,8.1,0.0
Zhongkui: Snow Girl and the Dark Crystal,2015-02-19,16.0,5.2,0.0
You Will Be Mine,2009-03-11,18.0,5.8,0.0
The Other Side of Hope,2017-02-03,35.0,7.3,0.0
Trumped: Inside the Greatest Political Upset of All Time,2017-01-27,5.0,7.8,0.0
Today,1997-01-02,0.0,0.0,0.0
Lift me up,2015-10-04,3.0,5.3,0.0
Chapter & Verse,2016-06-12,1.0,7.0,0.0
Forbidden to Forbid,2007-10-10,4.0,7.0,0.0
The Stranger,1973-02-26,4.0,3.3,0.0
Safe Harbor,2009-05-30,1.0,4.0,0.0
Ozzy,2016-10-14,30.0,6.2,0.0
Hickey,2017-01-10,6.0,4.3,0.0
Tricks,2007-10-26,6.0,7.3,0.0
Night Chase,1970-11-20,0.0,0.0,0.0
The Man Who Was Too Free,2017-02-23,0.0,0.0,77156.0
Orphan,2017-03-29,7.0,6.6,0.0
Kung Fu Wing Chun,2010-10-12,3.0,6.2,0.0
Black Snow,2017-01-19,39.0,6.0,0.36
The Child's Eye,2010-10-13,11.0,4.3,0.0
Death by Death,2016-05-04,4.0,4.0,0.0
Neal Brennan: 3 Mics,2017-01-17,9.0,7.1,0.0
Devo: Hardcore Live!,2015-02-24,1.0,4.5,0.0
Enemy Empire,2013-12-27,3.0,4.5,0.0
The Doors - Live at the Bowl '68,2012-10-22,6.0,6.1,0.0
The Spike Jones Story,1988-01-01,0.0,0.0,0.0
Zappa Plays Zappa,2007-10-05,0.0,0.0,0.0
La vengeance d'une blonde,1994-01-26,8.0,6.1,0.0
Lazy Eye,2016-11-11,6.0,6.7,0.0
"Michael Bolton's Big, Sexy Valentine's Day Special",2017-02-07,6.0,8.3,0.0
Temps,2016-04-05,23.0,5.3,0.0
Eine Insel namens Udo,2011-06-16,11.0,5.9,0.0
Lucky and Zorba,1998-12-22,92.0,7.2,0.0
Mine,2016-10-06,321.0,6.5,0.0
A Decent Man,2016-02-24,7.0,6.1,0.0
Third Guest,2016-08-30,0.0,0.0,0.0
The Cantor's Son,1937-12-26,0.0,0.0,0.0
The Tom Green Subway Monkey Hour,2002-03-24,3.0,9.3,0.0
The Tip of the Iceberg,2016-11-03,11.0,5.8,0.0
Deadly Duo,1962-02-01,0.0,0.0,0.0
Lost in Florence,2017-01-27,10.0,4.6,0.0
Hunter Gatherer,2016-11-16,4.0,6.3,0.0
Behind Green Lights,1946-02-15,1.0,5.5,0.0
Bad Kids of Crestview Academy,2017-01-13,13.0,4.8,0.0
Anticipation of the Night,1958-12-31,5.0,7.2,0.0
Has the Film Already Started?,1951-01-01,1.0,10.0,0.0
Come Together,2016-11-27,41.0,7.6,0.0
A Long Walk,2006-04-01,3.0,7.7,0.0
Leaving on the 15th Spring,2013-04-25,3.0,6.3,0.0
The Frontier,2016-11-08,7.0,6.2,0.0
Old Partner,2008-10-04,6.0,7.7,0.0
Postcard,2010-10-27,5.0,4.6,0.0
Couple in a Hole,2016-04-06,8.0,5.8,0.0
Take Me Far Away,2009-09-11,5.0,6.1,0.0
